ID,Colour,Name,Capital,Tax,Production,Manpower,"Total Dev (0 means cant colonize, but can with only 1)",Trade Good,Terrain (see https://eu4.paradoxwikis.com/Province#Terrain for types),Special (is wasteland/uncolonized/sea),Region,Religion,Culture,Fort (Level),Center of Trade Level,Owner,Cores (not including owner),Controller,"Climate (arid, arctic, tropical)","Winter (cold, normal, mild)"
2794,same,Sadal,Sadal,8,7,7,22,Slaves,,,,Blood Cult,Yoshi,1,,,,,,
2795,same,Bran,Bran,4,4,4,12,Cloth,,,,Old Doxian,Pellic,,,,,,,
2796,same,Upper Trovan Coast,Sinor,3,4,4,11,Fish,,Uncolonized,,Old Doxian,Trovan,,,,,,,
2797,same,Elim Lath,Lathas,4,3,5,12,Incense,,Uncolonized,,Old Doxian,Pellic,,,,,,,
2798,same,Shamor,Kacen,4,6,4,14,Ancient Artifacts,,Uncolonized,,Old Doxian,Pellic,,,,,,,
2799,same,Elim Auoborum,Fulin,3,2,3,8,Livestock,,Uncolonized,,Old Doxian,Trovan,,,,,,,
2800,same,Dinim Mountains,Obrun,4,5,3,12,Dragon Hide,,Uncolonized,,Old Doxian,Trovan,,,,,,,
2801,same,Elim Fast,Malt,5,4,5,14,Cotton,,Uncolonized,,Old Doxian,Trovan,,,,,,,
2802,same,Dasamor,Dasamor,6,6,7,19,Ancient Artifacts,,Uncolonized,,Old Doxian,Trovan,,1,,,,,
2803,same,Atrim,Atrim,8,6,8,22,Ancient Artifacts,,,,Old Doxian,Trovan,1,1,,,,,
2804,same,Tonim,Pienim,4,5,4,13,Ancient Artifacts,,Uncolonized,,Old Doxian,Pirean,,,,,,,
2805,same,Pell,Pell,6,6,6,18,Ancient Artifacts,,,,Old Doxian,Pellic,1,1,,,,,
2806,same,Lower Trovan Coast,Tark,4,4,4,12,Cotton,,,,The Coin,Trovan,,,,,,,
2807,same,Lucker's Point,Lucker's Point,7,4,5,16,Instruments,,,,The Coin,Fjordic,,,,,,,
2808,same,Shant,Shant,4,5,5,14,Slaves,,Uncolonized,,Blood Cult,Fjordic,,,,,,,
2809,same,Kaross,Kaross,6,7,7,20,Slaves,,,,Blood Cult,Fjordic,,,,,,,
2810,same,Elim Kenoc,Krena,3,2,3,8,Cotton,,Uncolonized,,Old Doxian,Trovan,,,,,,,
2811,same,Brassroad,Yonaz,4,7,4,15,copper,,,,Old Doxian,Pirean,,,,,,,
2812,same,Feltas,Feltas,7,8,6,21,Incense,,,,Old Doxian,Pirean,,1,,,,,
2813,same,South Pirec,Umondal,4,5,3,12,Sugar,,,,Old Doxian,Pirean,,,,,,,
2814,same,Mourning Lands,Mourn,5,4,7,16,Slaves,,,,Blood Cult,Trovan,,,,,,,
2815,same,Inner Jags,Erave,2,2,2,6,Slaves,,Uncolonized,,Blood Cult,Fjordic,,,,,,,
2816,same,Dread,Dread,11,9,16,36,Slaves,,,,Blood Cult,Fjordic,1,1,,,,,
2817,same,Spiceport,Spiceport,14,16,10,40,Spices,,,,The Coin,Fjordic,1,3,,,,,
2818,same,Tear's Embrace,Longden,3,3,3,9,Shellfish,,,,The Coin,Pirean,,,,,,,
2819,same,South Border,Allhin,5,4,5,14,Naval Supplies,,,,Fyzajak,Modan,,,,,,,
2820,same,Stoneport,Stoneport,11,13,12,36,Stone,,,,Fyzajak,Modan,1,1,,,,,
2821,same,Farak,Farak,14,13,15,42,Cloth,,,,Fyzajak,Modan,1,2,,,,,
2822,same,Waterhold,Waterhold,11,9,12,32,Shellfish,,,,Fyzajak,Modan,,1,,,,,
2823,same,Elvekken,Elvekken,7,7,7,21,Whales,,,,Fyzajak,Modan,,,,,,,
2824,same,Duinbar,Duinbar,13,14,11,38,Magic Goods,,,,Fyzajak,Modan,1,1,,,,,
2825,same,Forge Habour,Forge Habour,9,14,11,34,Ships,,,,Fyzajak,Modan,1,1,,,,,
2826,same,Brasten,Brasten,6,7,6,19,Fish,,,,Fyzajak,Modan,,,,,,,
2827,same,Lower Tyrfak,Kielhin,4,5,4,13,Obsidian,,,,Fyzajak,Kyfan,,,,,,,
2828,same,Coldmine,Kara Donbar,5,4,6,15,blue_copper,,,,Zakritz,Karadan,,,,,,,
2829,same,Sarakul,Bresvak,5,4,3,12,Gold,,,,Zakritz,Karadan,,,,,,,
2830,same,Andar,Andar,9,8,8,25,Yv,,,,Fyzajak,Karadan,1,,,,,,
2831,same,Brenwith,Kara Uvorleim,4,3,5,12,Obsidian,,,,Zakritz,Karadan,,,,,,,
2832,same,Donbarak,Miner's Quarry,4,4,3,11,Stone,,,,Zakritz,Karadan,,,,,,,
2833,same,Frek,Frek,7,7,7,21,Iron,,,,Fyzajak,Kyfan,1,,,,,,
2834,same,Aiden,Talbrin,4,5,3,12,Dragon Hide,,,,Zakritz,Kyfan,,,,,,,
2835,same,Scunt,Osrak,4,3,3,10,Wool,,,,Zakritz,Kyfan,,,,,,,
2836,same,Whelp's Hill,Megaljak,2,4,3,9,Fireiron,,,,Fyzajak,Kyfan,,,,,,,
2837,same,Gonrim,Nefra Bogondir,4,3,3,10,Obsidian,,,,Fyzajak,Kyfan,,,,,,,
2838,same,Abrax Pass,Dolven,5,5,6,16,Dragon Hide,,,,Zakritz,Thalan,,,,,,,
2839,same,Flamehold,Flamehold,12,14,15,41,Fireiron,,,,Fyzajak,Kyfan,1,1,,,,,
2840,same,Dofos Pass,Birjonslag,2,2,2,6,copper,,,,Zakritz,Thalan,,,,,,,
2841,same,Thoron,Thoron,15,14,14,43,Paper,,,,Zakritz,Thalan,1,1,,,,,
2842,same,Lanrak,Talbrought,3,4,5,12,Gold,,,,Zakritz,Thalan,,,,,,,
2843,same,West Thalhin,Drauvarhin,4,3,5,12,Ancient Artifacts,,,,Zakritz,Thalan,,,,,,,
2844,same,East Thalhin,Nofr,6,5,4,15,Fireiron,,,,Fyzajak,Thalan,,,,,,,
2845,same,Minehold,Minehold,11,11,11,33,Iron,,,,Fyzajak,Thalan,1,,,,,,
2846,same,Waterport,Waterport,10,11,7,28,Ships,,,,Manolic,Rohelin,,1,,,,,
2847,same,Gohan,Gohan,16,11,12,39,Cloth,,,,Manolic,Rohelin,1,3,,,,,
2848,same,Scepter Isle,Ondor,3,4,2,9,Fish,,,,Manolic,Rohelin,,,,,,,
2849,same,Augor's Hill,Sauger,4,4,3,11,Grain,,,,Manolic,Rohelin,,,,,,,
2850,same,Onwen,Bhathwel,4,4,3,11,Wool,,,,Manolic,Rohelin,,,,,,,
2851,same,Lower Dragon Vale,Heaven's Peak,2,4,3,9,Dragon Hide,,,,Manolic,Dragonborn,,,,,,,
2852,same,Sabel,Unthor,4,3,5,12,Dragon Hide,,,,Manolic,Dragonborn,,,,,,,
2853,same,Upper Dragon Vale,Selen,2,3,1,6,Dragon Hide,,,,Manolic,Dragonborn,,,,,,,
2854,same,Volarada,Volarada,8,8,7,23,Iron,,,,Hammerlord,Tauros,1,,,,,,
2855,same,Kavetwanchok,Biranag,5,4,4,13,Fish,,,,The Word,Bagda,,,,,,,
2856,same,Domonian,Tlamarrada,5,6,5,16,Iron,,,,Hammerlord,Tauros,,,,,,,
2857,same,Huega,Denebueg,4,3,5,12,Silk,,,,Hammerlord,Tauros,,,,,,,
2858,same,Puigaxa,Puigaxa,7,7,7,21,blue_copper,,,,Hammerlord,Tauros,,1,,,,,
2859,same,Horn's Reach,Falcre's Forge,2,5,3,10,Yv,,,,Hammerlord,Tauros,,,,,,,
2860,same,Bharatunj,Bharatunj,9,9,8,26,Silk,,,,The Word,Bagda,1,1,,,,,
2861,same,Ghorama,Ghorama,12,11,8,31,Silk,,,,The Word,Bagda,,,,,,,
2862,same,Hetwal,Hetwal,14,12,9,35,Silk,,,,The Word,Bagda,1,2,,,,,
2863,same,Gorknawal,Dhahari,4,3,3,10,Tropical Wood,,,,The Word,Bagda,,,,,,,
2864,same,Parding,Kalachingar,6,5,4,15,Tropical Wood,,,,The Word,Suduri,,,,,,,
2865,same,Chitwanchok,Gokatama,3,4,3,10,Wool,,,,The Word,Suduri,,,,,,,
2866,same,Central Sudur,Nepashwar,2,4,3,9,Wool,,,,The Word,Suduri,,,,,,,
2867,same,Lokha,Lokha,11,8,9,28,Silk,,,,The Word,Chimar,1,,,,,,
2868,same,Chandipur,Chandipur,15,13,7,35,Shellfish,,,,The Word,Chimar,1,1,,,,,
2869,same,Bhakdawar,Bhakdawar,16,15,12,43,Cloth,,,,The Word,Chimar,1,2,,,,,
2870,same,East Chim,Ghodaghmak,4,3,5,12,Silk,,,,The Word,Chimar,,,,,,,
2871,same,West Chim,Srudaw,3,3,4,10,Wool,,,,The Word,Chimar,,,,,,,
2872,same,Vhaka,Vhaka,13,13,13,39,Instruments,,,,The Word,Chimar,1,1,,,,,
2873,same,Dhalbat,Kohalnagar,4,5,4,13,Wool,,,,The Word,Lumasi,,,,,,,
2874,same,Jajarkum,Kirhala,3,4,5,12,Iron,,,,The Word,Lumasi,,,,,,,
2875,same,Surja,Nagarj,3,4,3,10,Wool,,,,The Word,Lumasi,,,,,,,
2876,same,Syanhun,Kamadhabhun,2,3,2,7,blue_copper,,,,The Word,Lumasi,,,,,,,
2877,same,Baglekh,Sihvanruwaj,4,3,3,10,Wool,,,,The Word,Suduri,,,,,,,
2878,same,Mahadha,Mahadha,7,6,6,19,Magic Goods,,,,The Word,Rautak,,1,,,,,
2879,same,Bhumshi,Bhumshi,6,6,4,16,Cloth,,,,The Word,Rautak,,,,,,,
2880,same,Jhapam,Inabari,4,3,3,10,Dyes,,,,The Word,Rautak,,,,,,,
2881,same,Dhantari,Pokhpun,2,3,3,8,Wool,,,,The Word,Rautak,,,,,,,
2882,same,Bhandu,Bhandu,8,14,5,27,Paper,,,,The Word,Rautak,1,1,,,,,
2883,same,Ilamwas,Arjeshwar,4,3,3,10,Wool,,,,The Word,Rautak,,,,,,,
2884,same,Rapha,Rapha,9,7,6,22,Cloth,,,,The Word,Lumasi,,1,,,,,
2885,same,Morayang,Jaleshodayaung,2,3,1,6,Stone,,,,The Word,Lumasi,,,,,,,
2886,same,Sentic Hills,Keltar,3,4,3,10,Incense,,,,Manolic,Sentic,,,,,,,
2887,same,Cawn,Soning,5,4,3,12,Wool,,,,Manolic,Sentic,,,,,,,
2888,same,Elberland,Flond,3,4,3,10,Grain,,,,Manolic,Sentic,,,,,,,
2889,same,Sonar,Honar,3,3,5,11,Incense,,,,Manolic,Sentic,,,,,,,
2890,same,Anthem,Anthem,6,5,6,17,Cloth,,,,Manolic,Sentic,,1,,,,,
2891,same,North Belk,Emerett,4,3,3,10,Incense,,,,Manolic,Sentic,,,,,,,
2892,same,South Belk,Londin,3,4,4,11,Wool,,Uncolonized,,Manolic,Sentic,,,,,,,
2893,same,Lound,Separ,2,3,2,7,Livestock,,Uncolonized,,Manolic,Sentic,,,,,,,
2894,same,Glimmer Hills,Kari's Field,2,2,2,6,Grain,,Uncolonized,,Manolic,Sentic,,,,,,,
2895,same,Gonwin,Gonwin,5,6,5,16,Grain,,,,The Coin,Dorean,,,,,,,
2896,same,Boran,Boran,4,4,4,12,Livestock,,,,The Coin,Dorean,,,,,,,
2897,same,Goldhill,Goldmithy,1,4,1,6,Gold,,Uncolonized,,Manolic,Nisten,,,,,,,
2898,same,Mundar,Pellast,3,2,2,7,Salt,,Uncolonized,,Manolic,Nisten,,,,,,,
2899,same,Sondeth,Sondeth,5,5,5,15,Iron,,,,Manolic,Nisten,,,,,,,
2900,same,Parth,Parth,11,13,10,34,Cloth,,,,The Coin,Nisten,1,2,,,,,
2901,same,Nym,Nym,9,9,9,27,Glass,,,,Manolic,Nisten,1,1,,,,,
2902,same,South Antara,Secit,2,3,2,7,Grain,,Uncolonized,,Horsemother,Trayish,,,,,,,
2903,same,Bellows,Bellows,10,11,12,33,Iron,,,,The Coin,Nisten,1,1,,,,,
2904,same,Wide Banks,Murths,5,6,5,16,Grain,,,,The Coin,Dorean,,,,,,,
2905,same,Central Doron,Porel,3,4,5,12,Beer,,,,The Coin,Dorean,,,,,,,
2906,same,Doron,Doron,13,12,12,37,Paper,,,,Manolic,Dorean,1,2,,,,,
2907,same,South Doron,Winden,4,5,4,13,Grain,,,,Manolic,Dorean,,,,,,,
2908,same,Vogney,Essay,6,5,5,16,Beer,,,,The Coin,Dorean,,,,,,,
2909,same,Gilton,Gilton,11,9,9,29,Cloth,,,,The Coin,Dorean,1,1,,,,,
2910,same,North Antara,Edirt,2,3,2,7,Grain,,Uncolonized,,Horsemother,Trayish,,,,,,,
2911,same,Karaeli,Koert,3,2,2,7,Livestock,,Uncolonized,,Horsemother,Trayish,,,,,,,
2912,same,Guldaeli,Nazutlun,3,2,4,9,Livestock,,Uncolonized,,Horsemother,Trayish,,,,,,,
2913,same,Gantep,Gantep,5,3,3,11,Horses,,Uncolonized,,Horsemother,Mersic,,,,,,,
2914,same,Ceybuk,Ceybuk,4,3,3,10,Grain,,Uncolonized,,Horsemother,Trayish,,,,,,,
2915,same,Seagili,Siversar,2,2,2,6,Livestock,,Uncolonized,,Horsemother,Trayish,,,,,,,
2916,same,Talya,Akhurganli,2,1,2,5,Horses,,Uncolonized,,Horsemother,Trayish,,,,,,,
2917,same,Taraal,Taraal,14,13,15,42,Horses,,,,Horsemother,Raalic,1,2,,,,,
2918,same,Old Taraal,Old Taraal,8,8,7,23,Paper,,,,Horsemother,Raalic,1,1,,,,,
2919,same,Milis,Karani,3,4,4,11,Grain,,,,Horsemother,Trayish,,,,,,,
2920,same,Osmarli,Canak,2,3,4,9,Livestock,,,,Horsemother,Trayish,,,,,,,
2921,same,Irdun,Alasun,2,2,2,6,Grain,,Uncolonized,,Horsemother,Trayish,,,,,,,
2922,same,Gilofa,Bingotep,3,4,3,10,Livestock,,,,Horsemother,Trayish,,,,,,,
2923,same,Kadifar,Kadifar,7,4,5,16,Cloth,,,,Horsemother,Trayish,,1,,,,,
2924,same,Izat,Kozunye,3,3,2,8,Horses,,,,Horsemother,Raalic,,,,,,,
2925,same,Somare,Somare,6,4,7,17,Grain,,,,Horsemother,Raalic,,,,,,,
2926,same,Bilesa,Igdincan,3,4,3,10,Iron,,,,Horsemother,Raalic,,,,,,,
2927,same,Soyol,Soyol,8,5,11,24,Grain,,,,Horsemother,Raalic,1,,,,,,
2928,same,Hacik,Canreli,3,3,2,8,Wool,,,,Horsemother,Raalic,,,,,,,
2929,same,Bitkari,Kahtvan,4,3,4,11,Livestock,,Uncolonized,,Horsemother,Mersic,,,,,,,
2930,same,Mugayd,Murhal,3,3,2,8,Grain,,,,Horsemother,Raalic,,,,,,,
2931,same,Kirkatay,Ersam,4,3,3,10,Grain,,,,Horsemother,Raalic,,,,,,,
2932,same,Samli,Surutep,2,3,2,7,Grain,,,,Horsemother,Mantic,,,,,,,
2933,same,Mertin,Mire,4,3,2,9,Naval Supplies,,,,Horsemother,Mantic,,,,,,,
2934,same,East Manta,Bisgam,4,4,3,11,Naval Supplies,,Uncolonized,,Horsemother,Mantic,,,,,,,
2935,same,Tekir,Bararac,2,2,2,6,Grain,,Uncolonized,,Horsemother,Mantic,,,,,,,
2936,same,Balkili,Duga,1,2,2,5,Wool,,Uncolonized,,Horsemother,Mersic,,,,,,,
2937,same,West Mersi,Seycik,3,2,1,6,Livestock,,Uncolonized,,Horsemother,Mersic,,,,,,,
2938,same,Orat,Anatep,3,4,3,10,Horses,,Uncolonized,,Horsemother,Mersic,,,,,,,
2939,same,Burtinmar,Kozmur,2,2,1,5,Horses,,Uncolonized,,Horsemother,Mersic,,,,,,,
2940,same,East Mersi,Bodmar,2,3,2,7,Grain,,,,Horsemother,Mersic,,,,,,,
2941,same,Safrak,Safrak,5,5,8,18,Horses,,,,Horsemother,Mantic,,1,,,,,
2942,same,Aydirne,Dafs,3,2,3,8,Grain,,,,Horsemother,Mantic,,,,,,,
2943,same,Loan,Esorre,4,3,3,10,Fish,,,,Shuri,Key Islander,,,,,,,
2944,same,Amdorra,Amdorra,9,11,7,27,Cloth,,,,Shuri,Key Islander,,,,,,,
2945,same,Birdcliffe,Ninth Landing,2,3,2,7,Fish,,,,Shuri,Key Islander,,1,,,,,
2946,same,Bastahn,Bastahn,7,7,9,23,Spices,,,,Shuri,Key Islander,,,,,,,
2947,same,Krivara,Krivara,8,9,9,26,Glass,,,,Shuri,Key Islander,,,,,,,
2948,same,Ejad Isle,Yousad,6,6,7,19,Fish,,,,Shuri,Chidal,,,,,,,
2949,same,Dranit,Dranit,8,7,9,24,Cloth,,,,Shuri,Chidal,,1,,,,,
2950,same,Ilshaf,Ilshaf,11,10,12,33,Paper,,,,Shuri,Chidal,1,,,,,,
2951,same,Setmar,Larkan,4,5,5,14,Incense,,,,Shuri,Chidal,,,,,,,
2952,same,Beres,Taobechid,3,2,3,8,Incense,,,,Shuri,Chidal,,,,,,,
2953,same,Marrchid,Eshaf,4,3,4,11,Incense,,,,Shuri,Chidal,,,,,,,
2954,same,Ouan,Ouan,13,12,13,38,Cloth,,,,Shuri,Chidal,1,2,,,,,
2955,same,Dcheskar,Skidi,5,5,6,16,Incense,,,,Shuri,Chidal,,,,,,,
2956,same,Martain,Martain,16,15,14,45,Paper,,,,Shuri,Sahkan,1,2,,,,,
2957,same,Slimkar,Khenga,4,5,6,15,Fish,,,,Shuri,Sahkan,,,,,,,
2958,same,Guirt,Teja,5,4,5,14,Grain,,,,Shuri,Sahkan,,,,,,,
2959,same,Zembal,Azzor,3,3,2,8,copper,,,,Shuri,Chidal,,,,,,,
2960,same,Oujat,Oujat,6,6,8,20,Stone,,,,Shuri,Kesh,1,1,,,,,
2961,same,Sahkara,Sahkara,16,16,16,48,Paper,,,,Shuri,Sahkan,1,1,,,,,
2962,same,Inezsset,Salnor,3,4,3,10,Honey,,,,Shuri,Sahkan,,,,,,,
2963,same,Cifrat,Jal Ran,5,3,4,12,Wool,,,,Shuri,Kesh,,,,,,,
2964,same,Saftat,Saftat,7,7,6,20,Cloth,,,,Shuri,Kesh,,,,,,,
2965,same,Azkit,Azkit,9,8,9,26,Magic Goods,,,,Shuri,Kesh,,1,,,,,
2966,same,Nakar,Maadne,2,2,2,6,Iron,,,,Shuri,Kesh,1,,,,,,
2967,same,Kesban,Ourd,4,5,6,15,Wool,,,,Shuri,Kesh,,,,,,,
2968,same,Saadha,Saadha,8,7,8,23,Glass,,,,Shuri,Kesh,,,,,,,
2969,same,Omir,Omir,15,13,15,43,Glass,,,,Shuri,Omiri,1,1,,,,,
2970,same,Mella,Drya,4,5,4,13,Livestock,,,,Shuri,Sahkan,,,,,,,
2971,same,Taosi,Berrat,2,1,2,5,Wool,,,,Shuri,Sahkan,,,,,,,
2972,same,Yousarlil,Fezagad,2,1,3,6,Wool,,,,Shuri,Sahkan,,,,,,,
2973,same,Lifel,Esha Dorr,6,4,5,15,Grain,,,,Shuri,Omiri,,,,,,,
2974,same,Rabe,Rabe,7,7,6,20,Incense,,,,Shuri,Omiri,,,,,,,
2975,same,Sahran,Jal Tema,5,6,4,15,Wool,,,,Shuri,Omiri,,,,,,,
2976,same,Zemstrasha,Zemstrasha,8,8,6,22,Magic Goods,,,,Shuri,Kesh,1,,,,,,
2977,same,Lounver,Rasan,2,3,2,7,copper,,,,Shuri,Kesh,,,,,,,
2978,same,Kusma,Kusma,7,6,6,19,Cloth,,,,Shuri,Omiri,,,,,,,
2979,same,Jeddar,Hamajad,3,2,3,8,blue_copper,,,,Shuri,Omiri,,,,,,,
2980,same,Tasfrit,Elkelesh,5,4,3,12,Incense,,,,Shuri,Omiri,,,,,,,
2981,same,Azdra,Jal Agad,3,4,3,10,Incense,,,,Shuri,Omiri,,,,,,,
2982,same,Soumm,Soumm,7,6,7,20,Cloth,,,,Shuri,Omiri,1,,,,,,
2983,same,Tulas,Tulas,9,6,7,22,Cloth,,,,Shuri,Omiri,,1,,,,,
2984,same,Am Sadarat,Adan,3,3,2,8,Salt,,,,Shuri,Yazidi,,,,,,,
2985,same,Zajj,Zajj,6,6,5,17,Incense,,,,Shuri,Yazidi,,,,,,,
2986,same,Faqal,Faqal,7,5,7,19,Cloth,,,,Shuri,Yazidi,1,,,,,,
2987,same,Yarayn,Yarayn,6,6,5,17,Iron,,,,Shuri,Yazidi,,,,,,,
2988,same,Dhamah,Dharib,4,3,4,11,Sugar,,,,Shuri,Yazidi,,,,,,,
2989,same,Madra,Haihwa,2,2,2,6,Livestock,,,,Shuri,Yazidi,,,,,,,
2990,same,Jhistal,Jhistal,12,16,10,38,Magic Goods,,,,Shuri,Jhistan,1,1,,,,,
2991,same,Khamra,Khamra,8,8,7,23,Instruments,,,,Shuri,Yazidi,1,2,,,,,
2992,same,Am Suqudi,Suqudiyah,3,2,2,7,Livestock,,,,Shuri,Yazidi,,,,,,,
2993,same,Hudar,Atar Zaya,2,2,2,6,Livestock,,,,Shuri,Yazidi,,,,,,,
2994,same,Yade,Yade,7,7,6,20,Grain,,,,Shuri,Jhistan,,,,,,,
2995,same,Hism Jabal,Hism Jabal,5,4,8,17,Iron,,,,Shuri,Jhistan,1,,,,,,
2996,same,Dhismir,Dhismir,11,9,8,28,Cloth,,,,Shuri,Jhistan,,1,,,,,
2997,same,Mofuq,Mofuq,5,5,8,18,Art,,,,Shuri,Jhistan,1,,,,,,
2998,same,Abaiz,Thaghur,5,5,4,14,Wine,,,,Shuri,Jhistan,,,,,,,
2999,same,Marwh,Mukha,3,2,3,8,Livestock,,,,Shuri,Ghas,,,,,,,
3000,same,Hajjkal,Sanr'a,4,3,2,9,Salt,,,,Shuri,Ghas,,,,,,,
3001,same,Am Zin,Zinjeddah,3,2,4,9,Horses,,,,Shuri,Ghas,,,,,,,
3002,same,Sanrit,Bay'a,4,3,4,11,Horses,,,,Shuri,Ghas,,,,,,,
3003,100;100;0,Bajdehar,Bajdehar,7,6,6,19,Sugar,,,,Shuri,Jhistan,,1,,,,,
3004,100;200;0,Jhat,Jhat,8,8,6,22,Red Sugar,,,,Shuri,Jhistan,1,1,,,,,
3005,200;100;0,Atash,Lahjribb,4,5,3,12,Fish,,,,Shuri,Jhistan,,,,,,,
3006,200;200;0,Am Jaqra,Jaiz,4,3,5,12,Livestock,,,,Shuri,Ghas,,,,,,,
3007,100;100;50,Seqal,Seqal,6,3,4,13,Salt,,,,Shuri,Ghas,,,,,,,
3008,100;200;50,Shabaq,Atar Mahshran,3,3,3,9,Stone,,,,Shuri,Ghas,,,,,,,
3009,200;100;50,Dhalj,Dahsriq,2,4,3,9,Livestock,,,,Shuri,Ghas,,,,,,,
3010,200;200;50,Ghait,Ghayrim,4,5,4,13,Grain,,,,Shuri,Ghas,,,,,,,
3011,100;100;100,Abyan,Sayyran,3,4,3,10,Livestock,,,,Shuri,Ghas,,,,,,,
3012,100;200;100,An Mostar,Af Mosya,4,4,4,12,Sugar,,,,Shuri,Basjahn,,,,,,,
3013,200;100;100,Basjah,Basjah,6,6,6,18,Sugar,,,,Shuri,Basjahn,,1,,,,,
3014,200;200;100,Hadran,Mosq,3,4,3,10,Sugar,,,,Shuri,Basjahn,1,,,,,,
3015,100;100;150,Shamis,Zubuk,2,2,3,7,Livestock,,,,Shuri,Basjahn,,,,,,,
3016,100;200;150,Nalman,Nalman,16,16,12,44,Instruments,,,,Shuri,West Najean,1,2,,,,,
3017,200;100;150,Halaqim,Halaqim,8,8,7,23,Shellfish,,,,Shuri,East Najean,1,1,,,,,
3018,200;200;150,Qaim,Af Qasim,6,5,6,17,Shellfish,,,,Shuri,East Najean,,,,,,,
3019,100;100;200,An Sharyil,Shamanyil,6,5,5,16,Fish,,,,Shuri,East Najean,,,,,,,
3020,100;200;200,Baija,Baija,8,9,9,26,Shellfish,,,,Shuri,West Najean,,1,,,,,
3021,200;100;200,Hism Ghar,Hism Ghar,5,7,9,21,Shellfish,,,,Shuri,West Najean,1,,,,,,
3022,200;200;200,Babith,Halbala,3,2,4,9,Druh,,,,Shuri,West Najean,,,,,,,
3023,100;100;250,An Amara,Amrasan,5,4,5,14,Sugar,,,,Shuri,West Najean,,,,,,,
3024,100;200;250,Baqun,Baqun,8,7,7,22,Cloth,,,,Shuri,West Najean,1,,,,,,
3025,200;100;250,Qasyr,Af Diye,6,5,6,17,Sugar,,,,Shuri,West Najean,,,,,,,
3026,200;200;250,Djed,Amzhak,6,7,5,18,Sugar,,,,Shuri,East Najean,1,,,,,,
3027,0;0;100,Djeta,Djeta,10,10,8,28,Magic Goods,,,,Shuri,West Najean,1,,,,,,
3028,0;100;0,Manruh,Af Farwa,4,3,4,11,Tropical Wood,,,,Shuri,West Najean,,,,,,,
3029,0;0;150,Anbeswa,Qunmar,5,4,3,12,Grain,,,,Shuri,Hestic,,,,,,,
3030,0;150;0,Hestan,Hestan,9,9,8,26,Grain,,,,Shuri,Hestic,1,1,,,,,
3031,0;0;200,Jarif,Jarif,12,11,10,33,Silk,,,,Shuri,Hestic,,,,,,,
3032,0;200;0,An Ermil,Erman,5,4,6,15,Grain,,,,Shuri,Hestic,,,,,,,
3033,0;0;250,Khansira,Khansira,8,8,8,24,Silk,,,,Shuri,Hestic,,,,,,,
3034,0;250;0,Quduk,Quduk,6,7,6,19,Grain,,,,Shuri,Hestic,,,,,,,
3035,0;50;100,Qasyyah,Af Afar,5,6,7,18,Sugar,,,,Shuri,East Najean,,,,,,,
3036,0;100;50,Samarwa,Samarwa,12,11,11,34,Silk,,,,Shuri,East Najean,,1,,,,,
3037,0;50;150,Bahs,Rutghadi,3,4,3,10,Incense,,,,Shuri,East Najean,,,,,,,
3038,0;150;50,Wamih,Hadifal,3,2,3,8,Livestock,,,,Shuri,East Najean,1,,,,,,
3039,0;50;200,Hism Alquh,Hism Alquh,4,2,6,12,Salt,,,,Shuri,Mafouin,1,,,,,,
3040,0;200;50,Jhubran,As-Suway,2,2,2,6,Livestock,,,,Shuri,Mafouin,,,,,,,
3041,0;50;250,Tilan,Jubhab,3,2,1,6,Livestock,,,,Shuri,Mafouin,,,,,,,
3042,0;250;50,The Triplets,Qonhuj,5,5,1,11,Spices,,,,Shuri,West Najean,,,,,,,
3043,0;100;100,An Zarbiq,As-Zarbid,3,2,3,8,Livestock,,,,Shuri,Mafouin,,,,,,,
3044,255;100;100,Shasr,Saital,2,2,1,5,Livestock,,,,Shuri,Mafouin,,,,,,,
3045,0;100;150,Qushrin,Qushrin,5,5,6,16,Cloth,,,,Shuri,Mafouin,,1,,,,,
3046,0;150;100,Khur,Khurbaya,3,4,2,9,Livestock,,,,Shuri,Mafouin,1,,,,,,
3047,0;100;200,An Hama,Haman,3,2,1,6,Livestock,,,,Shuri,Mafouin,,,,,,,
3048,0;200;100,Saidamah,Baqa,2,2,1,5,Livestock,,,,Shuri,Mafouin,,,,,,,
3049,0;100;250,Jhetran,Beqal aq Kirtal,3,2,2,7,Livestock,,,,Shuri,Mafouin,,,,,,,
3050,0;250;100,Majran,Majran,7,7,7,21,Horses,,,,Shuri,Mafouin,1,,,,,,
3051,0;99;150,Hism Alfalat,Hism Alfalat,2,2,8,12,Stone,,,,Shuri,Eshari,1,,,,,,
3052,0;150;99,Ayur,Shajar,2,1,1,4,Marble,,,,Shuri,Eshari,,,,,,,
3053,0;150;150,Jara,Jara,8,8,9,25,Cloth,,,,Shuri,Eshari,,1,,,,,
3054,255;150;150,Dejdan,Irban,3,2,4,9,Grain,,,,Shuri,Eshari,,,,,,,
3055,0;150;200,Karahtel,Karahtel,7,10,9,26,Iron,,,,Shuri,Eshari,1,,,,,,
3056,0;200;150,Shanwah,Azsa aq Saed,5,4,6,15,Beer,,,,Shuri,Eshari,,,,,,,
3057,0;150;250,An Nadir,Nadoun,3,4,4,11,Livestock,,,,Shuri,Mafouin,,,,,,,
3058,0;250;150,Bashriq,Aybal,2,2,2,6,Livestock,,,,Shuri,Mafouin,,,,,,,
